"order_date","customer_id","customer_name","segment","product_name","discount","sum_discount","row_id"
"2017-11-24","DP-13000","Darren Powers","Consumer","Xerox 1919","0.00","0.00","1778"
"2017-09-27","SS-20140","Saphhira Shifley","Corporate","Newell 334","0.00","0.00","8928"
"2019-10-15","RS-19420","Ricardo Sperren","Corporate","Permanent Self-Adhesive File Folder Labels for Typewriters by Universal","0.00","0.00","4261"
"2019-11-02","TB-21175","Thomas Boland","Corporate","Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back","0.00","0.00","4881"
"2017-07-30","GH-14410","Gary Hansen","Home Office","Global Stack Chair without Arms, Black","0.00","0.00","6550"
"2017-08-21","DS-13180","David Smith","Corporate","Carina Double Wide Media Storage Towers in Natural & Black","0.00","0.00","4635"
"2019-11-17","RA-19885","Ruben Ausman","Corporate","Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology","0.00","0.00","9988"
"2016-06-13","FM-14215","Filia McAdams","Corporate","Staples in misc. colors","0.00","0.00","1856"
"2019-05-14","AJ-10780","Anthony Jacobs","Corporate","Eberhard Faber 3 1/2"" Golf Pencils","0.00","0.00","6461"
"2016-08-15","BD-11605","Brian Dahlen","Consumer","Tripp Lite TLP810NET Broadband Surge for Modem/Fax","0.00","0.00","9823"
"2016-11-07","MS-17365","Maribeth Schnelling","Consumer","Belkin 8 Outlet Surge Protector","0.00","0.00","4831"
"2018-04-01","RB-19360","Raymond Buch","Consumer","50 Colored Long Pencils","0.00","0.00","451"
"2018-07-17","AA-10480","Andrew Allen","Consumer","Carina 42""Hx23 3/4""W Media Storage Unit","0.00","0.00","3109"
"2017-09-15","CT-11995","Carol Triggs","Consumer","Fellowes Stor/Drawer Steel Plus Storage Drawers","0.00","0.00","2236"
"2019-01-14","HR-14770","Hallie Redmond","Home Office","Tenex Personal Project File with Scoop Front Design, Black","0.00","0.00","9859"
"2017-03-29","CM-12115","Chad McGuire","Consumer","Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled","0.00","0.00","6776"
"2019-02-11","DJ-13510","Don Jones","Corporate","Avery 473","0.00","0.00","8483"
"2019-06-16","AB-10255","Alejandro Ballentine","Home Office","Xerox 1885","0.00","0.00","2708"
"2019-11-03","EJ-14155","Eva Jacobs","Consumer","HP Standard 104 key PS/2 Keyboard","0.00","0.00","5249"
"2019-12-17","GB-14575","Giulietta Baptist","Consumer","Adjustable Depth Letter/Legal Cart","0.00","0.00","4342"
"2018-11-11","BD-11770","Bryan Davis","Consumer","Micropad Numeric Keypads","0.00","0.00","1780"
"2019-05-22","RL-19615","Rob Lucas","Consumer","SANFORD Major Accent Highlighters","0.00","0.00","7245"
"2019-08-18","NG-18355","Nat Gilpin","Corporate","Seth Thomas 14"" Putty-Colored Wall Clock","0.00","0.00","621"
"2019-11-02","TB-21175","Thomas Boland","Corporate","Super Decoflex Portable Personal File","0.00","0.00","4883"
"2019-06-10","LC-16930","Linda Cazamias","Corporate","Prang Dustless Chalk Sticks","0.00","0.00","5219"
"2018-09-05","MM-17920","Michael Moore","Consumer","Avery 50","0.00","0.00","6876"
"2019-05-13","BM-11650","Brian Moss","Corporate","Tyvek Side-Opening Peel & Seel Expanding Envelopes","0.00","0.00","2595"
"2016-09-21","HF-14995","Herbert Flentye","Consumer","#10 White Business Envelopes,4 1/8 x 9 1/2","0.00","0.00","3163"
"2016-09-08","TT-21070","Ted Trevino","Consumer","Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner","0.00","0.00","4135"
"2019-03-07","SH-20395","Shahid Hopkins","Consumer","Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White","0.00","0.00","4904"
"2018-10-15","PB-18805","Patrick Bzostek","Home Office","Xerox 1986","0.00","0.00","2177"
"2019-07-08","TD-20995","Tamara Dahlen","Consumer","Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box","0.00","0.00","347"
"2018-09-18","AM-10705","Anne McFarland","Consumer","Tennsco Double-Tier Lockers","0.00","0.00","2016"
"2019-09-04","TH-21235","Tiffany House","Corporate","Rogers Jumbo File, Granite","0.00","0.00","4297"
"2018-10-01","CC-12220","Chris Cortes","Consumer","Westinghouse Clip-On Gooseneck Lamps","0.00","0.00","1265"
"2019-03-25","JD-16150","Justin Deggeller","Corporate","Global High-Back Leather Tilter, Burgundy","0.00","0.00","2943"
"2019-06-29","DR-12880","Dan Reichenbach","Corporate","Hon Metal Bookcases, Putty","0.00","0.00","5733"
"2019-03-31","DB-12910","Daniel Byrd","Home Office","Vtech CS6719","0.00","0.00","3090"
"2017-07-09","BT-11680","Brian Thompson","Consumer","Prismacolor Color Pencil Set","0.00","0.00","3683"
"2018-09-19","CK-12595","Clytie Kelty","Consumer","Home/Office Personal File Carts","0.00","0.00","7166"
"2018-08-23","MA-17560","Matt Abelman","Home Office","Avery 515","0.00","0.00","7989"
"2018-11-28","RF-19345","Randy Ferguson","Corporate","Tennsco Single-Tier Lockers","0.00","0.00","4889"
"2016-11-19","RM-19675","Robert Marley","Home Office","AT&T TR1909W","0.00","0.00","183"
"2019-05-04","MK-18160","Mike Kennedy","Consumer","Tenex Personal Self-Stacking Standard File Box, Black/Gray","0.00","0.00","2470"
"2017-11-07","SV-20785","Stewart Visinsky","Consumer","Safco Contoured Stacking Chairs","0.00","0.00","5275"
"2018-11-22","TB-21355","Todd Boyes","Corporate","Luxo Economy Swing Arm Lamp","0.00","0.00","1288"
"2017-10-05","JJ-15760","Joel Jenkins","Home Office","Newell 324","0.00","0.00","928"
"2018-01-22","FP-14320","Frank Preis","Consumer","Avery 476","0.00","0.00","5753"
"2018-01-15","Dp-13240","Dean percer","Home Office","Quality Park Security Envelopes","0.00","0.00","2878"
"2017-12-17","PG-18895","Paul Gonzalez","Consumer","Sanford Colorific Eraseable Coloring Pencils, 12 Count","0.00","0.00","8939"
"2019-02-13","FH-14350","Fred Harton","Consumer","Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset","0.00","0.00","2731"
"2019-10-02","FG-14260","Frank Gastineau","Home Office","Staples","0.00","0.00","3978"
"2019-02-19","ED-13885","Emily Ducich","Home Office","Tensor Computer Mounted Lamp","0.00","0.00","3964"
"2019-03-02","DB-13555","Dorothy Badders","Corporate","Staple envelope","0.00","0.00","7639"
"2017-07-16","KE-16420","Katrina Edelman","Corporate","Petty Cash Envelope","0.00","0.00","4048"
"2017-11-17","BS-11665","Brian Stugart","Consumer","DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size","0.00","0.00","5844"
"2019-03-26","EM-14200","Evan Minnotte","Home Office","Memorex Froggy Flash Drive 8 GB","0.00","0.00","6130"
"2019-01-12","DA-13450","Dianna Arnett","Home Office","Xerox 195","0.00","0.00","1846"
"2019-09-17","AS-10225","Alan Schoenberger","Corporate","Green Bar Computer Printout Paper","0.00","0.00","2654"
"2019-03-13","BF-11215","Benjamin Farhat","Home Office","SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h","0.00","0.00","3065"
"2018-11-01","KM-16375","Katherine Murray","Home Office","LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite","0.00","0.00","1401"
"2019-11-26","TT-21460","Tonja Turnell","Home Office","SAFCO Arco Folding Chair","0.00","0.00","7136"
"2019-05-30","BD-11725","Bruce Degenhardt","Consumer","Acrylic Self-Standing Desk Frames","0.00","0.00","6404"
"2018-12-23","LC-17140","Logan Currie","Consumer","Electrix Architect's Clamp-On Swing Arm Lamp, Black","0.00","0.00","1301"
"2019-11-07","DB-13270","Deborah Brumfield","Home Office","Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard","0.00","0.00","2074"
"2016-08-05","SS-20590","Sonia Sunley","Consumer","Logitech Desktop MK120 Mouse and keyboard Combo","0.00","0.00","5358"
"2019-03-30","TB-21400","Tom Boeckenhauer","Consumer","Manco Dry-Lighter Erasable Highlighter","0.00","0.00","7503"
"2019-12-09","DB-13210","Dean Braden","Consumer","Ibico Plastic and Wire Spiral Binding Combs","0.00","0.00","3653"
"2019-04-11","LW-17215","Luke Weiss","Consumer","SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card","0.00","0.00","2001"
"2016-03-14","DK-13225","Dean Katz","Corporate","Xerox 1972","0.00","0.00","1891"
"2019-06-20","TR-21325","Toby Ritter","Consumer","Razer Kraken PRO Over Ear PC and Music Headset","0.00","0.00","823"
"2016-11-07","MS-17365","Maribeth Schnelling","Consumer","Portable Personal File Box","0.00","0.00","4832"
"2017-09-25","PO-19195","Phillina Ober","Home Office","Tuff Stuff Recycled Round Ring Binders","0.00","0.00","1696"
"2016-06-17","DB-13660","Duane Benoit","Consumer","Texas Instruments TI-34 Scientific Calculator","0.00","0.00","6324"
"2018-07-31","KL-16645","Ken Lonsdale","Consumer","Polycom SoundPoint Pro SE-225 Corded phone","0.00","0.00","4674"
"2019-01-24","TP-21130","Theone Pippenger","Consumer","Revere Boxed Rubber Bands by Revere","0.00","0.00","2376"
"2016-08-23","CR-12625","Corey Roper","Home Office","Xerox 1993","0.00","0.00","8695"
"2018-10-02","TC-20980","Tamara Chand","Corporate","Canon imageCLASS 2200 Advanced Copier","0.00","0.00","6827"
"2019-09-10","RW-19690","Robert Waldorf","Consumer","Xerox 1970","0.00","0.00","1964"
"2018-09-13","AG-10270","Alejandro Grove","Consumer","Fellowes Mobile File Cart, Black","0.00","0.00","7387"
"2019-01-20","TM-21010","Tamara Manning","Consumer","Staples in misc. colors","0.00","0.00","2408"
"2019-04-17","PS-18760","Pamela Stobb","Consumer","Avery 517","0.00","0.00","6859"
"2017-12-21","JS-15880","John Stevenson","Consumer","Enermax Acrylux Wireless Keyboard","0.00","0.00","1015"
"2019-09-12","JM-15865","John Murray","Consumer","Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box","0.00","0.00","5225"
"2018-12-15","MP-17965","Michael Paige","Corporate","Chromcraft Bull-Nose Wood Oval Conference Tables & Bases","0.00","0.00","722"
"2018-11-20","BF-10975","Barbara Fisher","Corporate","Xerox 189","0.00","0.00","4408"
"2019-07-20","EM-13825","Elizabeth Moffitt","Corporate","Novimex Fabric Task Chair","0.00","0.00","2317"
"2019-12-13","EP-13915","Emily Phan","Consumer","Xerox 1975","0.00","0.00","9685"
"2018-05-08","TB-21625","Trudy Brown","Consumer","Xerox 1920","0.00","0.00","4815"
"2018-05-27","LS-17245","Lynn Smith","Consumer","Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page","0.00","0.00","7869"
"2017-12-06","KM-16375","Katherine Murray","Home Office","Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""","0.00","0.00","2379"
"2016-04-05","RD-19900","Ruben Dartt","Consumer","Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set","0.00","0.00","9509"
"2017-11-27","TB-21190","Thomas Brumley","Home Office","Zipper Ring Binder Pockets","0.00","0.00","962"
"2019-08-10","IL-15100","Ivan Liston","Consumer","Aastra 57i VoIP phone","0.00","0.00","2190"
"2019-01-29","TM-21010","Tamara Manning","Consumer","Xerox 1887","0.00","0.00","9916"
"2016-08-09","GM-14500","Gene McClure","Consumer","Great White Multi-Use Recycled Paper (20Lb. and 84 Bright)","0.00","0.00","7070"
"2019-08-21","GT-14710","Greg Tran","Consumer","Security-Tint Envelopes","0.00","0.00","829"
"2018-06-12","CB-12415","Christy Brittain","Consumer","Bionaire 99.97% HEPA Air Cleaner","0.00","0.00","7149"
"2018-07-08","TH-21115","Thea Hudgings","Corporate","Xerox 213","0.00","0.00","7604"
"2018-09-13","AG-10270","Alejandro Grove","Consumer","Avery 49","0.00","0.00","7381"
"2018-05-28","CL-12565","Clay Ludtke","Consumer","Imation�Clip USB�flash drive�- 8 GB","0.00","0.00","3423"
"2019-10-13","MH-18025","Michelle Huthwaite","Consumer","Bretford Rectangular Conference Table Tops","0.00","0.00","9222"
"2017-02-21","JE-15715","Joe Elijah","Consumer","Easy-staple paper","0.00","0.00","2735"
"2017-10-09","TB-21250","Tim Brockman","Consumer","Jawbone JAMBOX Wireless Bluetooth Speaker","0.00","0.00","2490"
"2016-05-05","PF-19120","Peter Fuller","Consumer","Adams ""While You Were Out"" Message Pads","0.00","0.00","4212"
"2017-11-09","AG-10765","Anthony Garverick","Home Office","Avery Poly Binder Pockets","0.00","0.00","8742"
"2017-03-19","BK-11260","Berenike Kampe","Consumer","Self-Adhesive Address Labels for Typewriters by Universal","0.00","0.00","2018"
"2017-11-29","EK-13795","Eileen Kiefer","Home Office","Boston Electric Pencil Sharpener, Model 1818, Charcoal Black","0.00","0.00","4176"
"2017-11-08","SC-20095","Sanjit Chand","Consumer","Xerox 1988","0.00","0.00","3021"
"2019-05-27","DW-13480","Dianna Wilson","Home Office","Google Nexus 5","0.00","0.00","3083"
"2019-10-06","MM-18280","Muhammed MacIntyre","Corporate","Xerox 1893","0.00","0.00","5653"
"2019-12-17","AT-10735","Annie Thurman","Consumer","Safco Steel Mobile File Cart","0.00","0.00","7040"
"2019-01-26","BD-11500","Bradley Drucker","Consumer","Artistic Insta-Plaque","0.00","0.00","8312"
"2017-11-09","DV-13465","Dianna Vittorini","Consumer","AmazonBasics 3-Button USB Wired Mouse","0.00","0.00","5341"
"2018-06-26","GM-14500","Gene McClure","Consumer","Woodgrain Magazine Files by Perma","0.00","0.00","1286"
"2019-01-23","CS-12250","Chris Selesnick","Corporate","Xerox 192","0.00","0.00","6359"
"2019-12-22","JM-15655","Jim Mitchum","Corporate","Eldon Simplefile Box Office","0.00","0.00","2621"
"2016-04-25","BT-11305","Beth Thompson","Home Office","Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""","0.00","0.00","4376"
"2016-07-09","DS-13030","Darrin Sayre","Home Office","Xerox 1967","0.00","0.00","9246"
"2019-07-14","TC-21295","Toby Carlisle","Consumer","Sony Micro Vault Click 8 GB USB 2.0 Flash Drive","0.00","0.00","7501"
"2019-12-25","MH-18115","Mick Hernandez","Home Office","Assorted Color Push Pins","0.00","0.00","4923"
"2017-11-16","PO-19180","Philisse Overcash","Home Office","Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red","0.00","0.00","1627"
"2018-05-07","CJ-12010","Caroline Jumper","Consumer","Alphabetical Labels for Top Tab Filing","0.00","0.00","2181"
"2019-05-05","YS-21880","Yana Sorensen","Corporate","Ibico Covers for Plastic or Wire Binding Elements","0.00","0.00","6264"
"2017-09-26","BS-11800","Bryan Spruell","Home Office","Sortfiler Multipurpose Personal File Organizer, Black","0.00","0.00","2497"
"2017-10-16","MP-17965","Michael Paige","Corporate","Mitel MiVoice 5330e IP Phone","0.00","0.00","6969"
"2018-02-16","GW-14605","Giulietta Weimer","Consumer","Wilson Jones �Snap� Scratch Pad Binder Tool for Ring Binders","0.00","0.00","9080"
"2017-12-10","KD-16495","Keith Dawkins","Corporate","Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink","0.00","0.00","3583"
"2019-05-20","RD-19480","Rick Duston","Consumer","Fellowes Basic Home/Office Series Surge Protectors","0.00","0.00","9145"
"2018-11-14","RC-19960","Ryan Crowe","Consumer","BlueLounge Milo Smartphone Stand, White/Metallic","0.00","0.00","7180"
"2016-01-26","CA-11965","Carol Adams","Corporate","Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders","0.00","0.00","8150"
"2019-09-19","DP-13105","Dave Poirier","Corporate","Newell 33","0.00","0.00","6723"
"2016-11-16","RH-19510","Rick Huthwaite","Home Office","Jawbone MINI JAMBOX Wireless Bluetooth Speaker","0.00","0.00","3781"
"2018-05-19","BN-11515","Bradley Nguyen","Consumer","Belkin Premiere Surge Master II 8-outlet surge protector","0.00","0.00","1717"
"2018-12-10","MH-17455","Mark Hamilton","Consumer","Global Commerce Series High-Back Swivel/Tilt Chairs","0.00","0.00","3940"
"2019-12-21","DB-13210","Dean Braden","Consumer","Xerox 1913","0.00","0.00","1969"
"2017-08-02","BE-11455","Brad Eason","Home Office","Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad","0.00","0.00","4968"
"2018-05-01","CM-12235","Chris McAfee","Consumer","Xerox 1994","0.00","0.00","5863"
"2016-09-29","AP-10915","Arthur Prichep","Consumer","Stockwell Push Pins","0.00","0.00","1143"
"2019-10-05","GG-14650","Greg Guthrie","Corporate","Staples","0.00","0.00","7957"
"2018-09-08","MG-17875","Michael Grace","Home Office","Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection","0.00","0.00","3005"
"2016-07-26","SG-20470","Sheri Gordon","Consumer","Metal Folding Chairs, Beige, 4/Carton","0.00","0.00","7341"
"2019-12-24","CS-12355","Christine Sundaresam","Consumer","Iceberg Nesting Folding Chair, 19w x 6d x 43h","0.00","0.00","4031"
"2016-07-09","GH-14410","Gary Hansen","Home Office","Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H","0.00","0.00","8175"
"2019-06-04","DC-12850","Dan Campbell","Consumer","Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ?� x 11�","0.00","0.00","1270"
"2017-10-09","BM-11650","Brian Moss","Corporate","Logitech G19 Programmable Gaming Keyboard","0.00","0.00","5716"
"2019-12-05","BF-11080","Bart Folk","Consumer","Avery 52","0.00","0.00","9609"
"2016-09-17","BN-11515","Bradley Nguyen","Consumer","Executive Impressions 12"" Wall Clock","0.00","0.00","3927"
"2018-02-19","GT-14710","Greg Tran","Consumer","Executive Impressions 14"" Contract Wall Clock","0.00","0.00","854"
"2018-11-21","MV-18190","Mike Vittorini","Consumer","Xerox 1975","0.00","0.00","5983"
"2016-04-05","GM-14695","Greg Maxwell","Corporate","Xerox 1957","0.00","0.00","3279"
"2017-09-04","CS-12355","Christine Sundaresam","Consumer","Logitech G19 Programmable Gaming Keyboard","0.00","0.00","1119"
"2019-09-07","RD-19660","Robert Dilbeck","Home Office","GBC DocuBind 300 Electric Binding Machine","0.00","0.00","3567"
"2016-11-24","HR-14830","Harold Ryan","Corporate","Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16","0.00","0.00","1188"
"2017-04-04","NF-18595","Nicole Fjeld","Home Office","Eldon Advantage Foldable Chair Mats for Low Pile Carpets","0.00","0.00","1055"
"2019-07-09","JF-15190","Jamie Frazer","Consumer","Digium D40 VoIP phone","0.00","0.00","6143"
"2018-01-17","CC-12430","Chuck Clark","Home Office","Logitech 910-002974 M325 Wireless Mouse for Web Scrolling","0.00","0.00","877"
"2016-03-25","CA-12265","Christina Anderson","Consumer","Newell 35","0.00","0.00","9307"
"2018-06-04","EN-13780","Edward Nazzal","Consumer","Easy-staple paper","0.00","0.00","2602"
"2017-12-10","FC-14245","Frank Carlisle","Home Office","Boston Electric Pencil Sharpener, Model 1818, Charcoal Black","0.00","0.00","6361"
"2017-03-08","DK-12895","Dana Kaydos","Consumer","Boston 1900 Electric Pencil Sharpener","0.00","0.00","3998"
"2017-02-06","LO-17170","Lori Olson","Corporate","Tennsco Industrial Shelving","0.00","0.00","9084"
"2018-09-12","MC-17590","Matt Collister","Corporate","DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size","0.00","0.00","8807"
"2019-12-29","KH-16360","Katherine Hughes","Consumer","DMI Arturo Collection Mission-style Design Wood Chair","0.00","0.00","7633"
"2018-02-07","CA-12265","Christina Anderson","Consumer","Permanent Self-Adhesive File Folder Labels for Typewriters by Universal","0.00","0.00","1730"
"2018-11-13","AS-10135","Adrian Shami","Home Office","Eldon Image Series Desk Accessories, Burgundy","0.00","0.00","1802"
"2019-07-17","AJ-10795","Anthony Johnson","Corporate","Peel & Seel Recycled Catalog Envelopes, Brown","0.00","0.00","5650"
"2017-04-25","LS-16945","Linda Southworth","Corporate","Laser & Ink Jet Business Envelopes","0.00","0.00","6956"
"2016-11-11","MA-17560","Matt Abelman","Home Office","Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags","0.00","0.00","5963"
"2017-03-17","HR-14830","Harold Ryan","Corporate","KeyTronic�KT800P2 -�Keyboard�- Black","0.00","0.00","2564"
"2018-08-06","LM-17065","Liz MacKendrick","Consumer","Dixon Prang Watercolor Pencils, 10-Color Set with Brush","0.00","0.00","9511"
"2018-07-17","MC-17590","Matt Collister","Corporate","Kensington 4 Outlet MasterPiece Compact Power Control Center","0.00","0.00","2046"
"2016-10-13","MA-17995","Michelle Arnett","Home Office","Pastel Pink Envelopes","0.00","0.00","9111"
"2018-11-12","FH-14275","Frank Hawley","Corporate","Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector","0.00","0.00","1138"
"2017-11-08","RH-19600","Rob Haberlin","Consumer","Deflect-o Glass Clear Studded Chair Mats","0.00","0.00","6993"
"2017-03-05","SF-20200","Sarah Foster","Consumer","I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink","0.00","0.00","2284"
"2017-02-06","IL-15100","Ivan Liston","Consumer","Hon Metal Bookcases, Putty","0.00","0.00","4942"
"2016-11-16","SR-20740","Steven Roelle","Home Office","File Shuttle II and Handi-File, Black","0.00","0.00","4448"
"2019-02-13","SV-20785","Stewart Visinsky","Consumer","Acme Elite Stainless Steel Scissors","0.00","0.00","5598"
"2018-11-05","LH-17155","Logan Haushalter","Consumer","Strathmore #10 Envelopes, Ultimate White","0.00","0.00","7309"
"2019-03-30","ME-17320","Maria Etezadi","Home Office","Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers","0.00","0.00","5873"
"2018-02-05","PP-18955","Paul Prost","Home Office","Plantronics Cordless�Phone Headset�with In-line Volume - M214C","0.00","0.00","1389"
"2016-06-27","LM-17065","Liz MacKendrick","Consumer","SAFCO Commercial Wire Shelving, 72h","0.00","0.00","2277"
"2017-04-16","LL-16840","Lauren Leatherbury","Consumer","O'Sullivan 3-Shelf Heavy-Duty Bookcases","0.00","0.00","7460"
"2019-11-17","CC-12370","Christopher Conant","Consumer","Howard Miller 13"" Diameter Goldtone Round Wall Clock","0.00","0.00","8192"
"2017-04-22","AZ-10750","Annie Zypern","Consumer","Boston 1730 StandUp Electric Pencil Sharpener","0.00","0.00","6294"
"2019-07-22","FH-14365","Fred Hopkins","Corporate","Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White","0.00","0.00","3197"
"2017-05-14","CB-12535","Claudia Bergmann","Corporate","Dana Halogen Swing-Arm Architect Lamp","0.00","0.00","7405"
"2019-09-22","JE-15610","Jim Epp","Corporate","Logitech Desktop MK120 Mouse and keyboard Combo","0.00","0.00","1785"
"2018-09-20","HA-14905","Helen Abelman","Consumer","Honeywell Quietcare HEPA Air Cleaner","0.00","0.00","8046"
"2019-12-29","BP-11185","Ben Peterman","Corporate","Nu-Dell Executive Frame","0.00","0.00","5132"
"2016-11-04","NM-18445","Nathan Mautz","Home Office","Panasonic Kx-TS550","0.00","0.00","320"
"2016-06-21","NP-18325","Naresj Patel","Consumer","Konftel 250 Conference�phone�- Charcoal black","0.00","0.00","691"
"2017-07-11","TS-21370","Todd Sumrall","Corporate","Tuf-Vin Binders","0.00","0.00","5041"
"2016-09-20","DN-13690","Duane Noonan","Consumer","O'Sullivan Living Dimensions 2-Shelf Bookcases","0.00","0.00","5238"
"2018-09-01","PG-18820","Patrick Gardner","Consumer","Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock","0.00","0.00","6080"
"2017-09-17","PF-19120","Peter Fuller","Consumer","Avery 485","0.00","0.00","5915"
"2018-06-20","RC-19825","Roy Collins","Consumer","Xerox 1898","0.00","0.00","1307"
"2018-03-09","PS-18760","Pamela Stobb","Consumer","Situations Contoured Folding Chairs, 4/Set","0.00","0.00","8333"
"2017-11-20","KB-16405","Katrina Bavinger","Home Office","AmazonBasics 3-Button USB Wired Mouse","0.00","0.00","6247"
"2019-09-11","KF-16285","Karen Ferguson","Home Office","#10 Self-Seal White Envelopes","0.00","0.00","3043"
"2017-11-27","JE-15475","Jeremy Ellison","Consumer","Peel-Off China Markers","0.00","0.00","3794"
"2019-06-03","SS-20140","Saphhira Shifley","Corporate","Xerox 1947","0.00","0.00","6126"
"2016-11-02","SW-20755","Steven Ward","Corporate","Maxell 74 Minute CD-R Spindle, 50/Pack","0.00","0.00","7577"
"2017-09-26","PF-19165","Philip Fox","Consumer","Dell Slim USB Multimedia Keyboard","0.00","0.00","2556"
"2019-12-04","TP-21130","Theone Pippenger","Consumer","Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology","0.00","0.00","6534"
"2019-10-06","CR-12820","Cyra Reiten","Home Office","Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages","0.00","0.00","4183"
"2019-12-15","KM-16660","Khloe Miller","Consumer","Hoover Commercial SteamVac","0.00","0.00","9700"
"2018-06-23","IM-15070","Irene Maddox","Consumer","Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White","0.00","0.00","2085"
"2016-05-26","Dp-13240","Dean percer","Home Office","Wirebound Service Call Books, 5 1/2"" x 4""","0.00","0.00","2761"
"2018-12-06","GT-14710","Greg Tran","Consumer","Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate","0.00","0.00","2939"
"2019-11-16","CC-12220","Chris Cortes","Consumer","Fellowes Bases and Tops For Staxonsteel/High-Stak Systems","0.00","0.00","6544"
"2019-12-09","JL-15835","John Lee","Consumer","Avery 492","0.00","0.00","7520"
"2019-04-23","TD-20995","Tamara Dahlen","Consumer","Fiskars Softgrip Scissors","0.00","0.00","6033"
"2017-01-02","CB-12535","Claudia Bergmann","Corporate","Newell 313","0.00","0.00","2488"
"2017-12-13","Dp-13240","Dean percer","Home Office","Xerox 222","0.00","0.00","3363"
"2017-03-23","AM-10360","Alice McCarthy","Corporate","TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page","0.00","0.00","8880"
"2019-10-06","NZ-18565","Nick Zandusky","Home Office","36X48 HARDFLOOR CHAIRMAT","0.00","0.00","3051"
"2018-04-21","BT-11680","Brian Thompson","Consumer","Colorific Watercolor Pencils","0.00","0.00","9206"
"2016-09-17","BN-11515","Bradley Nguyen","Consumer","Eldon Gobal File Keepers","0.00","0.00","3925"
"2019-03-25","JL-15835","John Lee","Consumer","Newell 311","0.00","0.00","5608"
"2017-11-30","PS-18970","Paul Stevenson","Home Office","Tyvek  Top-Opening Peel & Seel  Envelopes, Gray","0.00","0.00","4380"
"2019-09-29","PG-18820","Patrick Gardner","Consumer","Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock","0.00","0.00","5794"
"2018-05-26","SV-20785","Stewart Visinsky","Consumer","Alliance Big Bands Rubber Bands, 12/Pack","0.00","0.00","6605"
"2019-04-13","RW-19630","Rob Williams","Corporate","Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright)","0.00","0.00","2119"
"2019-07-07","MP-17965","Michael Paige","Corporate","Hypercom P1300 Pinpad","0.00","0.00","2371"
"2019-05-03","DB-12970","Darren Budd","Corporate","Multi-Use Personal File Cart and Caster Set, Three Stacking Bins","0.00","0.00","3632"
"2018-09-20","GM-14695","Greg Maxwell","Corporate","Newell 343","0.00","0.00","3413"
"2018-09-05","JH-15985","Joseph Holt","Consumer","Advantus Push Pins","0.00","0.00","4947"
"2018-05-30","EM-14140","Eugene Moren","Home Office","Newell 343","0.00","0.00","7259"
"2016-04-06","AY-10555","Andy Yotov","Corporate","Tenex B1-RE Series Chair Mats for Low Pile Carpets","0.00","0.00","6016"
